name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Charming One Bedroom in Washington Heights,Manhattan,Washington Heights,40.84578,-73.93902,Entire home/apt,66,1,12,2019-07-06,1.83,1,5
FiDi 1 Bedroom w/Huge Gym in Luxury Building,Manhattan,Financial District,40.70665,-74.01503,Entire home/apt,175,30,1,2018-12-31,0.16,1,54
Chic Brooklyn Artist Loft w/ Stunning Views,Brooklyn,Greenpoint,40.73498,-73.95805,Entire home/apt,150,3,7,2019-03-16,0.8,1,0
"Gorgeous, Prime West Village Apt!",Manhattan,West Village,40.73161,-74.00172,Entire home/apt,310,2,4,2019-06-21,0.48,2,8
"Spacious room in a huge house, East williamsburg",Brooklyn,Williamsburg,40.70664,-73.93978,Private room,70,2,4,2019-04-28,0.45,1,0
Business Travelers/2 bedrooms,Queens,Maspeth,40.72972,-73.89916,Entire home/apt,109,5,1,2019-06-30,1.0,2,160
3 Bedroom Penthouse in FiDi NYC,Manhattan,Financial District,40.70734,-74.00837,Entire home/apt,300,30,0,,,1,310
shared room in east harlem,Manhattan,East Harlem,40.80046,-73.94239,Shared room,65,1,2,2019-06-30,2.0,2,64
Comfort and Charm in Harlem with a View!!!,Manhattan,East Harlem,40.80226,-73.93734,Private room,83,2,25,2019-06-24,2.69,1,161
Harlem Gem,Manhattan,Harlem,40.80659,-73.95266,Private room,200,1,2,2019-06-24,2.0,1,32
"Williamsburg Private Room, 15 Mins. to Manhattan!",Brooklyn,Williamsburg,40.70672,-73.94491,Private room,90,4,26,2019-07-02,2.88,2,0
Large 2BED Midtown Full Kitchen and Free Breakfast,Manhattan,Midtown,40.75396,-73.96559,Entire home/apt,380,3,10,2019-06-14,1.12,8,225
Beautiful bright room in Soho,Manhattan,SoHo,40.72396,-74.00393,Private room,175,5,1,2018-10-12,0.11,2,0
LUXURY 3BR/2 Bath Home 10 minutes to JFK & Casino,Queens,Jamaica,40.68671,-73.7759,Entire home/apt,46,1,18,2019-07-01,1.96,4,135
Spacious Room in well Loved East Williamsburg Home,Brooklyn,Bushwick,40.70452,-73.92917,Private room,50,2,3,2018-11-12,0.35,1,32
JCI Cozy 2 bedroom Apt. in Brownstone near trains,Brooklyn,Bedford-Stuyvesant,40.68456,-73.94962,Private room,200,2,5,2019-05-21,0.57,3,64
Beuty full bedroom,Queens,Maspeth,40.73661,-73.90021,Private room,31,2,6,2019-01-06,0.65,3,259
PLG Brooklyn Apartment private bedroom+bathroom,Brooklyn,Prospect-Lefferts Gardens,40.66357,-73.948,Private room,59,3,6,2019-03-24,0.66,1,0
Large Studio Apartment in Historic Brownstone,Manhattan,Harlem,40.81453,-73.94719,Entire home/apt,180,5,27,2019-06-23,2.95,1,88
Convenient stay,Bronx,Morris Heights,40.85324,-73.92143,Private room,240,1,0,,,1,363
New Yorker first option to all Malls n restaurant,Queens,Flushing,40.75414,-73.81536,Private room,75,1,0,,,1,365
Light-filled studio in East Williamsburg,Brooklyn,Williamsburg,40.71598,-73.943,Entire home/apt,160,4,6,2019-06-26,0.69,1,10
Bedroom Walking Distance to Central Park,Manhattan,East Harlem,40.78689,-73.945,Private room,72,5,21,2019-06-23,2.23,2,165
Chic Modern Minimalism | Private Luxury Space,Brooklyn,Bedford-Stuyvesant,40.69058,-73.94863,Private room,72,2,37,2019-06-30,3.94,1,18
Fully furnished lxury 2 BR with outdoor space (2E),Brooklyn,Williamsburg,40.71875,-73.96376,Entire home/apt,210,30,2,2019-05-31,0.32,6,335
Prolonged Traveler's Dream (a month first & more),Bronx,Hunts Point,40.81377,-73.88933,Private room,40,30,3,2019-04-07,0.36,6,321
A+ Chelsea_global inspired  location. Large room,Manhattan,Chelsea,40.74768,-73.99965,Private room,175,2,0,,,3,70
GREENPOINT LOVE,Brooklyn,Greenpoint,40.73372,-73.94227,Private room,180,4,0,,,1,170
Spacious Private Room in the heart of Harlem,Manhattan,Harlem,40.81759,-73.93724,Private room,70,4,0,,,1,0
2 BEDS - ROOF DECK+ LAUNDRY- CLOSE TO METRO!,Brooklyn,Williamsburg,40.7107,-73.95785,Private room,105,2,13,2019-05-18,1.79,3,335
DaDukes Xtra,Queens,Long Island City,40.76463,-73.93878,Private room,95,1,18,2019-06-09,1.91,6,347
NEW Lofty 1bedroom UpperEast Side,Manhattan,Midtown,40.75896,-73.96251,Entire home/apt,235,2,37,2019-07-01,4.19,1,135
"PRIVATE ROOM in 2bdr, 2bth NEW YORK Brighton Beach",Brooklyn,Brighton Beach,40.57646,-73.96641,Private room,69,2,8,2019-06-23,0.9,2,4
"5 min from Manhattan, Williamsburg new building!",Brooklyn,Williamsburg,40.7087,-73.95941,Private room,70,1,67,2019-06-06,7.18,4,5
Charming Studio view of NYC,Manhattan,Harlem,40.82834,-73.94298,Entire home/apt,75,5,2,2019-01-08,0.27,1,0
E.Village Private bdrm with Private Entrance for 4,Manhattan,East Village,40.72699,-73.98548,Private room,139,2,11,2019-01-01,1.19,1,0
Beautiful Apartment in Ideal Manhattan Location,Manhattan,Harlem,40.81993,-73.94768,Private room,75,5,1,2019-01-29,0.19,1,0
15min:Manhattan 5 subway line takes you everywhere,Queens,Jackson Heights,40.74909,-73.89538,Private room,41,29,1,2018-12-15,0.15,37,1
New & Clean 2 bedrooms Garden Home,Brooklyn,Crown Heights,40.67294,-73.93655,Entire home/apt,120,3,33,2019-06-17,3.61,1,73
400sqft HUGEroom  2min expresstrain & 1min LIRR,Queens,Woodside,40.74258,-73.9031,Private room,55,30,2,2019-04-30,0.32,37,1
4 min subway. 2beds 3people private room&bothroom,Queens,Forest Hills,40.72081,-73.83821,Private room,88,2,37,2019-07-06,4.04,5,210
4min subway.free parking big private room温馨漂亮大睡房,Queens,Forest Hills,40.71984,-73.83969,Private room,78,2,28,2019-07-03,3.05,5,205
2min bus 4 min subway.9min JFK private room干净舒适花园房,Queens,Forest Hills,40.72133,-73.83928,Private room,58,2,35,2019-06-02,3.85,5,235
Large charming space in the heart of the E Village,Manhattan,East Village,40.72957,-73.98723,Private room,85,2,21,2019-06-22,2.27,3,41
Sunny private room close to the city center 41D1,Manhattan,Hell's Kitchen,40.7543,-73.99697,Private room,150,7,9,2019-06-11,0.99,47,358
SUNNY ROOM WITH SKYLIGHT + 2 BEDS,Brooklyn,Bedford-Stuyvesant,40.69524,-73.95322,Private room,67,30,31,2019-06-16,3.41,6,333
LUXURY BEDROOM # 2. Ten mins from JFK/Casino,Queens,Jamaica,40.68627,-73.77633,Shared room,51,1,17,2019-05-17,1.84,4,141
"Sunlight, comfort, & Brooklyn charm near the Park",Brooklyn,East Flatbush,40.65358,-73.94965,Private room,99,4,13,2019-05-09,1.41,2,48
A HIDDEN GEM W/ QUEEN BED & COUCHES 20 MINS TO NYC,Manhattan,Inwood,40.86697,-73.92534,Private room,99,1,3,2019-04-21,0.4,3,365
"Newly built Apt in 2015, 3min to Subway",Queens,Elmhurst,40.73902,-73.87702,Private room,32,29,1,2019-02-18,0.21,7,35
LUXURY BEDROOM # 3. Ten mins from JFK/Casino,Queens,St. Albans,40.68806,-73.77573,Private room,35,1,30,2019-07-05,3.25,4,143
Master Suite w/Private Bath & Balcony,Brooklyn,Crown Heights,40.67618,-73.95607,Private room,75,2,6,2019-04-23,0.69,3,12
peaceful third floor Fort Greene treetop retreat,Brooklyn,Fort Greene,40.68832,-73.97731,Entire home/apt,175,3,38,2019-07-06,4.15,1,122
Bensonhurst,Brooklyn,Bensonhurst,40.61135,-74.00827,Entire home/apt,62,23,0,,,1,0
Small Reasonable stay in NYC 3min Subway Grand Ave,Queens,Elmhurst,40.74035,-73.87617,Private room,29,29,1,2019-06-20,1.0,7,6
"Perfect Studio, Private Garden, Ideal Location!",Brooklyn,Fort Greene,40.68631,-73.97497,Entire home/apt,150,8,4,2019-06-01,0.5,1,0
Modern 1 Bedroom In Vibrant BK Neighborhood,Brooklyn,Crown Heights,40.67088,-73.95128,Entire home/apt,90,4,26,2019-06-19,2.85,1,0
Welcome to Paradise,Brooklyn,Canarsie,40.63979,-73.90378,Private room,55,1,9,2018-11-07,0.95,3,365
Charming NYC Guest Suite (Loft Room),Staten Island,Clifton,40.61595,-74.08535,Shared room,150,2,2,2018-11-04,0.22,7,312
"❤️ Private Studio+Bath+Balcony, 15 mins to City",Brooklyn,Bushwick,40.69454,-73.92612,Private room,90,2,54,2019-07-07,5.79,2,118
"Private room in large, central Nolita penthouse!",Manhattan,Nolita,40.72135,-73.99426,Private room,140,3,2,2018-10-15,0.22,1,0
Artistic house with murals,Queens,East Elmhurst,40.76173,-73.87417,Private room,65,1,58,2019-07-08,6.19,1,47
Cozy Artist Room,Brooklyn,Bushwick,40.69677,-73.92688,Private room,57,1,1,2018-10-22,0.12,1,0
LUXURY PRIVATE BEDROOM & Bath Mins from JFK,Queens,St. Albans,40.68754,-73.77488,Private room,50,1,16,2019-07-07,1.78,4,137
Charming redbrick Bronx Villa,Bronx,Pelham Bay,40.8546,-73.83026,Entire home/apt,299,2,1,2019-05-19,0.58,3,1
NYC Hideaway spacious Garden apartment,Bronx,Pelham Bay,40.85413,-73.83065,Entire home/apt,125,2,7,2019-06-30,0.99,3,301
Charming Times Square Midtown One Bedroom!,Manhattan,Hell's Kitchen,40.7617,-73.98882,Private room,85,2,34,2019-06-09,4.47,3,103
Parisian style 1 bedroom in the Heart of UES!!!,Manhattan,Upper East Side,40.76035,-73.96045,Private room,80,4,11,2019-07-01,1.3,1,156
Cozy BK Apt -Roof & Balcony- 5 star host reviews!,Brooklyn,Williamsburg,40.71814,-73.95517,Entire home/apt,180,2,4,2019-02-23,0.43,1,0
Full parlor floor in a Brooklyn brownstone,Brooklyn,Crown Heights,40.675,-73.9422,Entire home/apt,65,3,7,2019-01-27,0.77,1,0
6 Guests LUXURIOUS MANHATTAN Condo With ROOFTOP!!!,Manhattan,Harlem,40.80702,-73.95334,Entire home/apt,270,2,12,2019-06-11,1.34,1,365
King Hotel Room at Wyndham Midtown 45 Resort,Manhattan,Midtown,40.75359,-73.97305,Private room,175,2,2,2019-05-12,0.22,1,1
LOVE Best City Views: Luxury & Location 2BD/2BT,Manhattan,Midtown,40.74952,-73.97089,Entire home/apt,359,5,9,2019-04-21,0.99,1,23
Luxury STUDIO w/FREE GYM by Prospect Park!,Brooklyn,Windsor Terrace,40.64968,-73.97325,Entire home/apt,100,29,2,2018-11-23,0.22,1,59
✦Luxury Upper East Side Studio Apartment✦,Manhattan,Upper East Side,40.77707,-73.95154,Entire home/apt,275,2,8,2019-01-02,0.91,1,0
"Private Room in Little Italy/Chinatown, Manhattan",Manhattan,Chinatown,40.71795,-73.99708,Private room,185,1,36,2019-03-21,3.9,2,233
Attractive private room by South Seaport,Manhattan,Financial District,40.70545,-74.0084,Private room,119,1,27,2019-06-23,2.99,1,5
Cozy nook in Bronx 5 mins from Botanical Gardens!,Bronx,Fordham,40.86777,-73.88397,Private room,90,1,2,2019-01-01,0.22,1,362
Prime area in Chinatown and Little Italy,Manhattan,Little Italy,40.71894,-73.99759,Entire home/apt,160,2,44,2019-07-07,5.64,2,275
Family and Friendly Room,Brooklyn,Borough Park,40.63535,-74.00589,Private room,60,1,0,,,10,0
Bushwick modern luxury: 2 bed 2 bath apartment,Brooklyn,Bushwick,40.68782,-73.91071,Entire home/apt,149,20,4,2019-03-20,0.55,1,165
Cozy 3-People Room Close to Subway,Brooklyn,Borough Park,40.63445,-74.00524,Private room,57,1,1,2019-03-22,0.27,10,365
Ultra Plush Large Private cozy cottage Bedroom,Brooklyn,Sheepshead Bay,40.59055,-73.9464,Private room,39,1,1,2018-10-31,0.12,2,360
Small room for 1 Person-Best Value,Brooklyn,Borough Park,40.63448,-74.00563,Private room,50,1,2,2019-06-20,0.24,10,365
Walk in Basement Room with Window,Brooklyn,Borough Park,40.63586,-74.00597,Private room,55,1,1,2018-10-20,0.11,10,298
Basement Room with Window,Brooklyn,Borough Park,40.63525,-74.00724,Private room,48,1,0,,,10,365
B1. Shared room for 4 guests,Brooklyn,Prospect-Lefferts Gardens,40.66151,-73.9455,Shared room,30,2,5,2019-04-20,0.55,6,365
Nice Couple in A Walk in Basement with Window,Brooklyn,Borough Park,40.63416,-74.00722,Private room,50,2,0,,,10,365
Private Room with a Twin Bed,Brooklyn,Borough Park,40.63549,-74.00699,Private room,45,2,3,2018-12-30,0.37,10,365
living room space but with curtain for privacy,Brooklyn,Borough Park,40.63522,-74.00596,Shared room,35,1,0,,,10,352
B2. Shared room for 4-5 guests,Brooklyn,Prospect-Lefferts Gardens,40.66076,-73.94547,Shared room,30,2,5,2019-04-12,0.55,6,352
Charming West Chelsea Studio Loft,Manhattan,Chelsea,40.74542,-74.00133,Entire home/apt,195,5,21,2019-07-01,2.42,1,17
G1. Private room. For 2 guests,Brooklyn,Prospect-Lefferts Gardens,40.66061,-73.94712,Private room,40,2,2,2019-05-31,0.74,6,364
Lovely New Private Bathroom Room,Brooklyn,Borough Park,40.63371,-74.00717,Private room,60,1,9,2019-06-24,0.98,7,180
3-P Room/Private Bath/Walk to Subway--Best Value,Brooklyn,Borough Park,40.63376,-74.00698,Private room,60,1,9,2019-06-06,1.0,7,177
G1. Private room for 2 guest.,Brooklyn,Prospect-Lefferts Gardens,40.66234,-73.94661,Private room,35,2,1,2018-10-06,0.11,6,364
BEAUTIFUL LUXURY 2BDR APARTMENT ON PARK AVE,Manhattan,Midtown,40.74407,-73.98386,Entire home/apt,249,3,0,,,2,179
Super charming and cozy one bedroom apartment.,Queens,Long Island City,40.75554,-73.92127,Entire home/apt,120,2,36,2019-06-30,4.14,1,48
Gentleman's Quarters #2,Staten Island,Concord,40.59972,-74.07701,Private room,35,1,2,2019-06-30,2.0,4,360
Gentleman's Quarters,Staten Island,Concord,40.59934,-74.07836,Private room,35,1,45,2019-07-07,4.89,4,177
AMAZING LUXURY 1 BEDROOM NEAR TIMES SQUARE/MIDTOWN,Manhattan,Hell's Kitchen,40.75927,-73.9939,Entire home/apt,151,7,3,2018-11-17,0.33,1,0
Spacious Sunny EV Studio Perfect 4 Business/Travel,Manhattan,East Village,40.72259,-73.98472,Entire home/apt,478,1,6,2019-06-30,0.71,1,5
Cosy Room in Chinatown. Near Canal St.,Manhattan,Chinatown,40.7175,-73.99962,Private room,110,3,2,2018-12-03,0.23,1,66
new ARTIST ROOM IN EAST VILLAGE NYC  .,Manhattan,East Village,40.72522,-73.97786,Private room,85,4,7,2019-04-08,0.79,3,54
Private Bedroom on UES with amazing terrace,Manhattan,Upper East Side,40.76872,-73.95513,Private room,250,3,22,2019-06-23,2.55,1,0
Wyndham Midtown 45,Manhattan,Midtown,40.75378,-73.97156,Private room,350,2,0,,,1,0
STYLISH OPEN-PLAN LOFT IN BUSHWICK APARTMENT.,Brooklyn,Bushwick,40.70846,-73.92088,Private room,200,2,10,2019-05-19,1.09,1,79
Spacious studio apartment on ideal LES block,Manhattan,Chinatown,40.71614,-73.99085,Entire home/apt,250,2,3,2018-11-04,0.35,1,0
One Bedroom Apt with a pool & a gym in the bldg,Brooklyn,Downtown Brooklyn,40.69712,-73.98401,Entire home/apt,285,1,1,2019-01-02,0.16,1,6
Private Bedroom&Bathroom w Breakfast in Manhattan,Manhattan,Upper East Side,40.78478,-73.94967,Private room,200,1,20,2019-07-01,2.25,1,313
Victorian Studio Bedroom Suite in Brooklyn,Brooklyn,Bushwick,40.70274,-73.92598,Entire home/apt,100,2,16,2019-06-30,1.89,1,55
Designer Apartment in Harlem,Manhattan,Harlem,40.82365,-73.93786,Entire home/apt,80,10,17,2019-06-02,1.9,1,95
Great Access! Close to station/5line u can use!,Queens,Woodside,40.74516,-73.89278,Private room,35,30,2,2019-04-30,0.25,15,0
Modern Luxury Condo with a Sunny Patio,Brooklyn,Sunset Park,40.66461,-73.99506,Entire home/apt,220,15,1,2018-10-08,0.11,1,0
Cozy Private Room in Uptown Manahattan,Manhattan,East Harlem,40.7949,-73.93627,Private room,57,1,26,2019-06-03,2.82,1,344
"❤️ 2 Beds Option@Bushwick, 15 mins to Manhattan",Brooklyn,Bushwick,40.69404,-73.92432,Private room,70,3,45,2019-06-30,4.93,2,146
❤️  Welcome to the Chelsea Charmer❤️,Manhattan,Chelsea,40.74552,-74.00021,Entire home/apt,299,2,35,2019-06-16,3.75,1,277
SUMMER SPECIAL! Spacious Harlem Condo,Manhattan,Harlem,40.80756,-73.94855,Entire home/apt,145,60,1,2019-01-07,0.16,1,227
City Island studio apartment retreat,Bronx,City Island,40.84802,-73.78963,Entire home/apt,84,2,31,2019-06-29,3.38,1,166
Brand New Apartment in Williamsburg!,Brooklyn,Williamsburg,40.70948,-73.95946,Private room,70,5,1,2018-12-14,0.14,1,0
Master Roon In NICe Aparment,Brooklyn,Crown Heights,40.67387,-73.93944,Private room,55,4,1,2019-04-10,0.33,2,311
Traveler Friendly Brooklyn Apartment w Backyard!!!,Brooklyn,Williamsburg,40.71172,-73.94556,Private room,99,1,3,2018-10-27,0.33,1,0
"Modern, Well-Appointed Room in NYC!",Brooklyn,Bedford-Stuyvesant,40.69246,-73.95863,Private room,48,2,47,2019-06-23,5.02,3,10
"3 bdrm, 2 bth duplex -20 mins to midtown -32B",Bronx,Williamsbridge,40.87704,-73.86276,Entire home/apt,80,30,0,,,1,0
Brooklyn Style - with a Balcony!!!,Brooklyn,Bedford-Stuyvesant,40.69362,-73.95906,Private room,45,2,43,2019-06-21,4.69,3,25
Tiny Home,Queens,Jackson Heights,40.75137,-73.86081,Entire home/apt,69,2,52,2019-07-06,5.63,2,137
Just Like Home!,Brooklyn,Bedford-Stuyvesant,40.69339,-73.95881,Private room,50,2,42,2019-06-22,5.02,3,17
Comfortable house in Dyker Hight New York,Brooklyn,Dyker Heights,40.6185,-74.00679,Private room,150,7,5,2019-06-01,0.79,1,149
Home Away from Home: The Restorative Room,Brooklyn,Bushwick,40.70355,-73.91803,Private room,73,3,1,2018-10-08,0.11,4,0
Bed room close to NYC⬆︎ with lots of sun light☀️,Queens,Elmhurst,40.73655,-73.87762,Private room,40,29,2,2019-04-29,0.55,5,32
Ozone Park Studio,Queens,Ozone Park,40.68689,-73.84587,Private room,60,1,0,,,1,0
Cozy private room in spacious Brooklyn Apartment,Brooklyn,Crown Heights,40.67759,-73.9523,Private room,50,2,6,2018-12-10,0.69,2,0
"Penthouse Suite at the Manhattan Club, NYC",Manhattan,Midtown,40.7656,-73.98,Private room,450,3,0,,,1,339
One Bed Room with a share living and kitchen apt,Queens,Long Island City,40.76216,-73.94109,Private room,100,1,2,2019-02-18,0.32,1,1
Crown Heights Nice,Brooklyn,Crown Heights,40.67635,-73.94378,Entire home/apt,100,2,13,2019-06-30,3.2,2,20
NEW- Spacious & Bright Brooklyn 1 Bed,Brooklyn,Bushwick,40.70081,-73.91805,Entire home/apt,160,2,20,2019-06-03,2.28,1,364
Lovely Private Garden Apt!,Brooklyn,Bedford-Stuyvesant,40.68563,-73.92331,Entire home/apt,110,4,1,2018-10-27,0.12,4,129
Private room in full floor Soho Loft,Manhattan,SoHo,40.72039,-73.99851,Private room,249,5,3,2019-01-27,0.33,1,5
Cozy 1BR Apartment in Heart of LES,Manhattan,Lower East Side,40.71895,-73.98922,Entire home/apt,150,3,8,2019-04-30,0.92,1,0
Huge beedroom close to Cent. Park and Times Square,Manhattan,Midtown,40.76488,-73.9806,Private room,150,2,5,2018-11-24,0.57,1,0
Cosy room on the ocean beach.,Brooklyn,Brighton Beach,40.57795,-73.9616,Private room,50,2,27,2019-06-26,3.18,1,71
"Lower Manhattan 2 Bedroom, Very Convenient!",Manhattan,Little Italy,40.71717,-73.99815,Entire home/apt,240,2,26,2019-06-24,2.8,1,267
The Green Atelier of Park Slope,Brooklyn,Park Slope,40.67702,-73.97907,Private room,100,2,22,2019-06-27,2.59,1,292
Your Cozy Home,Queens,Long Island City,40.74029,-73.95927,Private room,119,1,2,2018-12-05,0.26,33,365
1 BR /stove /fridge / bath/ living rm 20 mins nyc,Bronx,Wakefield,40.89502,-73.85071,Entire home/apt,75,7,3,2019-05-03,0.63,4,242
Tudor Village,Queens,Ozone Park,40.68334,-73.85837,Entire home/apt,90,7,2,2018-10-26,0.22,1,90
SOHO 1st Floor | Two Story Apt + Private Backyard,Manhattan,Nolita,40.72162,-73.99549,Entire home/apt,399,5,29,2019-06-24,3.16,1,76
Large BASEMENT 1BD Apartment - Astoria,Queens,Astoria,40.76267,-73.90555,Entire home/apt,149,2,35,2019-06-22,3.89,1,362
Cozy room in Astoria close to Manhattan,Queens,Ditmars Steinway,40.7698,-73.91157,Private room,64,1,10,2018-12-09,1.12,1,0
QUEEN BED WITH SKYLIGHT - NEXT TO METRO!,Brooklyn,Bedford-Stuyvesant,40.69634,-73.95375,Private room,68,30,17,2019-06-05,1.93,6,242
Charming Midtown East 1-bedroom,Manhattan,Midtown,40.75417,-73.96437,Entire home/apt,250,3,21,2019-06-10,2.32,1,80
COZY ROOM NEXT TO METRO B,Brooklyn,Bedford-Stuyvesant,40.69464,-73.95259,Private room,63,30,16,2019-06-16,1.8,6,365
Couples Retreat/One min to subway/WiFi/Coffee!,Manhattan,East Harlem,40.80608,-73.93718,Private room,56,1,20,2019-06-05,2.19,4,129
Clinton Hill 1 Bedroom  Brooklyn heart of it all!,Brooklyn,Clinton Hill,40.68313,-73.96742,Entire home/apt,200,5,3,2019-04-11,0.33,2,89
Linda's Place,Queens,Hollis,40.70864,-73.76683,Private room,65,5,8,2019-05-24,0.99,1,170
Luxury Studio in Prime Lower East Side,Manhattan,Lower East Side,40.72071,-73.98764,Entire home/apt,300,1,54,2019-06-28,5.87,1,48
Manhattan-Bronx Large Studio Apt in Mott Haven,Bronx,Port Morris,40.80861,-73.93015,Entire home/apt,100,1,25,2019-06-17,2.81,1,39
Cozy 2 Bedroom Home,Brooklyn,East New York,40.67454,-73.89652,Entire home/apt,120,2,15,2019-01-13,1.66,1,0
"GRAY MANHATTAN, BIG COZY ROOM IN A 3BEDRMS APART",Manhattan,Washington Heights,40.84577,-73.93731,Private room,70,7,11,2019-06-16,1.3,1,356
Perfect Location! 2BR Oasis in Heart of Chelsea,Manhattan,Chelsea,40.74377,-73.99905,Entire home/apt,137,4,1,2019-01-01,0.16,2,0
$ummer $ALE Williamsburg TownHouse -BEST Location!,Brooklyn,Williamsburg,40.71741,-73.95656,Entire home/apt,275,2,45,2019-06-30,5.04,1,249
Perfect Location! Your Oasis in Heart of Chelsea,Manhattan,Chelsea,40.744,-73.99721,Private room,65,3,12,2019-06-25,1.43,2,30
Bright clean modern spacious with big front porch!,Brooklyn,Crown Heights,40.68076,-73.96415,Entire home/apt,150,1,3,2018-10-14,0.33,1,95
Private room,Brooklyn,Bedford-Stuyvesant,40.67937,-73.94493,Private room,40,27,0,,,1,89
CB2 BROOKLYN,Brooklyn,Bedford-Stuyvesant,40.69476,-73.94821,Private room,82,6,8,2019-06-15,0.88,3,48
"Bright, Sunny Private Room in Bushwick",Brooklyn,Bushwick,40.69571,-73.91637,Private room,65,3,0,,,1,3
Private Bath & Fire Escape Brooklyn Bedroom,Brooklyn,Williamsburg,40.71849,-73.94165,Private room,80,3,6,2019-03-24,0.8,1,6
Lugar acogedor y confortable,Bronx,Mount Eden,40.84084,-73.92178,Private room,48,2,0,,,1,0
Comfortable Brooklyn Room,Brooklyn,Bushwick,40.68893,-73.90984,Private room,39,1,5,2019-06-09,0.6,1,158
MOXY NYC DOWNTOWN-7 NIGHTS MIN,Manhattan,Civic Center,40.71193,-74.00694,Private room,169,7,4,2019-06-15,1.35,13,351
Brooklyn Bedroom - Warm & Cozy Near Subway (1),Brooklyn,Bedford-Stuyvesant,40.68591,-73.95044,Private room,150,2,6,2019-03-31,0.75,3,33
Modern living in old Harlem (the Scream2),Manhattan,Harlem,40.82921,-73.93802,Entire home/apt,125,60,2,2019-05-31,0.23,2,3
1Great Budget Private Room,Brooklyn,Bedford-Stuyvesant,40.68937,-73.94992,Private room,65,30,13,2019-05-27,1.45,4,357
Amazing Spacious Sunlit Studio with a balcony.,Manhattan,Upper East Side,40.76892,-73.96321,Entire home/apt,160,2,14,2019-06-24,1.79,1,170
Private Cozy 2-Bedroom Clinton Hill Apartment,Brooklyn,Clinton Hill,40.68349,-73.96153,Entire home/apt,175,2,5,2019-06-30,0.63,1,158
Gallery Apartment with Parking in Heart of Astoria,Queens,Ditmars Steinway,40.77145,-73.9125,Entire home/apt,150,3,37,2019-06-22,4.1,2,7
"Heart of Ft Greene, newly renovated w garden patio",Brooklyn,Fort Greene,40.68904,-73.97269,Entire home/apt,210,4,20,2019-06-20,2.32,1,268
2254 and 2nd avenue,Manhattan,East Harlem,40.79701,-73.93709,Private room,45,240,0,,,1,280
New + Sunlit Apartment in Bed-Stuy,Brooklyn,Bedford-Stuyvesant,40.67782,-73.92326,Entire home/apt,125,3,15,2019-06-24,4.33,1,175
Quite 1 Bedroom Apartment near EBS,Manhattan,Midtown,40.74822,-73.9873,Entire home/apt,240,2,14,2019-06-22,1.95,13,279
Amazing converted 1BR in FiDi,Manhattan,Financial District,40.707,-74.00642,Entire home/apt,185,2,0,,,3,89
My Place,Manhattan,Washington Heights,40.83912,-73.94327,Private room,140,1,0,,,1,363
"Stylish 2 bedroom apt, vibrant Bklyn neighborhood",Brooklyn,Bedford-Stuyvesant,40.68193,-73.93569,Entire home/apt,150,3,11,2019-05-26,1.25,1,105
Beautiful Luxury 1 Bedroom,Manhattan,Chelsea,40.74463,-73.9923,Entire home/apt,200,100,1,2018-10-02,0.11,1,0
Beautiful Private One Bedroom,Brooklyn,Flatbush,40.63994,-73.9516,Private room,80,1,4,2019-01-02,0.48,1,179
PrivateRoom1/LGA&JFK&Citi field&法拉盛/BustoManhattan,Queens,Whitestone,40.78073,-73.8193,Private room,39,1,44,2019-07-07,4.93,3,89
Lovely Garden Apt,Brooklyn,East Flatbush,40.65073,-73.92738,Entire home/apt,135,4,9,2019-06-04,1.07,1,365
Middle of Williamsburg-2 stops to Manhattan,Brooklyn,Williamsburg,40.70813,-73.94707,Private room,55,10,1,2018-12-01,0.14,1,48
RENOVATED BROWNSTONE APARTMENT W/ HIGH CEILINGS!,Brooklyn,Bedford-Stuyvesant,40.69025,-73.9559,Entire home/apt,230,4,29,2019-07-05,3.36,3,205
Modern Sunny 3bdrm Apt,Bronx,Morris Park,40.84605,-73.8493,Entire home/apt,39,5,0,,,2,0
BEST LOCATION- Newly renovated 1 BR in Nolita,Manhattan,Nolita,40.72174,-73.99559,Entire home/apt,175,2,22,2019-06-23,2.52,1,24
Spacious private bedroom and kitchen in Bedstuy,Brooklyn,Bedford-Stuyvesant,40.68302,-73.94897,Private room,50,2,5,2019-04-29,0.56,1,0
3rd Fl bright two bedroom,Brooklyn,Bedford-Stuyvesant,40.69295,-73.93875,Entire home/apt,139,1,4,2019-06-06,0.5,9,7
Wonderful apartment Brooklyn 1 minute to L train.,Brooklyn,Bushwick,40.68365,-73.90517,Entire home/apt,129,2,38,2019-06-25,4.73,1,192
Sunny Private Bedroom/Bath in Beautiful Brooklyn,Brooklyn,Bedford-Stuyvesant,40.69303,-73.94183,Private room,80,1,15,2019-06-23,1.82,1,64
Relaxing private room in Astoria. Balcony / WiFi.,Queens,Astoria,40.76649,-73.92266,Private room,46,30,0,,,103,237
"Bright & Spacious / Red Brick, Modern Kitchen!",Brooklyn,Bushwick,40.69456,-73.91965,Private room,44,30,1,2018-11-20,0.13,2,9
Cosy and friendly private space,Queens,Woodside,40.74592,-73.90889,Private room,100,1,4,2018-11-09,0.43,1,0
The Come On Inn - 2,Manhattan,Harlem,40.81664,-73.94267,Private room,150,1,11,2019-06-12,1.26,2,177
